gid	gname	tid	strand	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101
NA	2310002L09Rik	NM_027104	-	0.114970848566492	0	0.229941697132983	0.229941697132983	4.17933362005612e-89	6.39579581113509e-112	0.114970848566492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25582803312111e-159	0	0	0	1.96333975020418e-221	0	2.14099331977881e-163	0	0.114970848566492	0	3.03688357471567e-184	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26357933798338e-131	0	0.114970848566492	0.229941697132983	3.32981988742393e-41	0.114970848566492	0.114970848566575	0.229941697132983	0.114970848566492	0	3.08811744053825e-176	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000893739909197053	0	0	0	0	0	0	0	3.32989770935498e-305	3.08535893668476e-162	2.79254911673471e-19	0.114970848566492	2.07548126794503e-68	2.0717283824498e-211	0	0	0	0	0	0
NA	Adm2	NM_182928	+	0	0.229958890799887	0.229941697132953	3.42360447615143e-15	4.85703620653139e-158	6.3845228531334e-301	0	1.43639596930544e-244	1.39789606491466e-101	0.114970848566492	4.98874734179775e-89	0.229941697132983	0.229941697132983	0.232270662878277	0.574892712702219	0.574858375123634	0.229941685187018	0.229899052509179	0.229941697116955	0.459883394265967	0.229941697132983	0.226790179907598	0.229953508384795	0.229941697132983	0.229941697132983	0.229941696681108	0.341654417303292	0.459882456952583	0.448120028935092	0.344912545699475	0.344912545699475	0.344912545699475	0.229226980784118	0.114951730486328	0.114970848566481	0.114970848566492	0.114970848566492	0.114970828709217	0.229941697132821	0.229941697132983	0.229941697132983	0.229941697132983	0.229941697132983	0.229941697132983	0.229941678418418	0.344912545703259	0.229941696146922	0.34491254570022	0.344912545699475	0.344912428683564	0.22994169713298	0.229941697132983	0.22994169713294	0.346249370351556	0.229941697132994	0.229941697132983	0.229941697132983	0.229941697132983	0.114318935436669	0	0	0	0	0.114970848564523	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	0.114970853655179	0.229941697133598	0.229941697132983	0.229941697132983	0.229941697132983	0.229941697132983	0.229941697132983	0.229941966882073	0.229941697080254	0.229941697132983	0.229941697132983	0.229941697132983	0.229941697132983	0.229941697132299	0.344912545699475	0	1.28596281912086e-37	0.11497084856651	0.114970848566493	0.229941697132983	0	0.344912545699475	0.114970848566492	0.344912545699475	0.344912545699475	0	0.229941697132983	0.459883394265967	0.344912545701358	0.229941697132983	0.1149708485885	1.13316083909037e-126	0.114970848566492
NA	Amigo2	NM_001164602	-	0.459883394265967	0.114970848710917	0.344909454584353	0.229941697132984	0.459883394266003	0.114970848566492	0.114970848566448	0.114970848566492	0.114970848566492	1.6708820756525e-05	0.344912545699478	0.114987557387248	0.114970854890284	2.11049575769515e-60	0.114741051212889	0.2299416994393	0.344912545699475	0.114970832783905	1.31064340841676e-107	4.26453749898945e-122	0.114970848566492	0.344911477021394	0.574854242832459	0.689825091520242	0.699779805945234	0.68982509139895	0.689819567374191	1.37871081803268	1.5629937635865	1.14970857430321	0.921501141910219	1.03473763656933	1.14951895127671	1.37965585210053	1.37963368409032	1.24735076459145	1.69471233474957	1.723677205001	2.18444599282019	2.08025182297234	1.95450442563036	1.25390278545531	1.60959190013442	1.60959187992854	1.03344281803595	1.03474167336347	0.918756730219465	1.26408061687514	1.49130626227772	1.37965018279189	1.09238573439391	0.919766788531934	0.919766788410277	1.03467010045986	0.920562830354104	1.35485329289107	1.37965117004873	1.19021055663214	1.37965017848441	1.60959307956268	1.72456272849738	1.3788771038159	0.583321448051953	0.68893958515713	0.577496657228433	1.14970852131026	1.72445607916584	1.89703956151828	1.61222063924069	1.83952925615488	1.62037125028972	1.60959227015939	1.15035024730123	1.0134107708363	0.804644630035593	1.39834211825861	1.83953357477101	1.60959164002128	1.05532059636324	1.14976403085358	1.03473763709843	0.68982509139895	0.689822841363786	1.03473783691241	0.689876405723563	0.804796098974294	0.68982509139895	0.344913201144526	0.229941557445559	0.114970848566492	0.574854242832459	0.458782133177792	0.114970848566493	0.459883394265967	0.344912545699475	0.0901733474814303	0.114970848566492	0.229941697111184	1.95181752200401e-74	3.56064382394831e-51	0.229941697132983
NA	Ampd1	NM_001033303	+	0	0	0	1.41101988460458e-219	1.64738527513682e-76	0.114970848566492	1.19438940730793e-92	0.114970848566492	1.67862207420125e-60	1.90059907997432e-203	0	0	0	0	0	0	0	0	0	0	0	1.286752175382e-61	0	6.95383195724375e-270	7.04469417051796e-87	0.344912545699475	0	0.227374859371641	6.44127363370817e-104	0.1149708485885	0.229941697132983	0.344913617868387	0.0189542735913587	0	0	0	0	0	0	0.114970848566492	0.114970848566492	7.68196170153483e-43	0.114970848566492	1.32092102468651e-05	0	0	0.230415686142132	0.114970848566492	0.115795853891873	0	0.114970848566492	0.229941694263986	0.126735353409647	0.689780016091927	0.689791058948736	0.574854242834149	0.1154468277489	0.574854015612173	0.689882094664497	0.46048309795268	0.22994167377198	0.459828229441979	0.114970848559463	1.03473763709843	0.574854242832677	0.919766782626546	0.344912545699747	0.804795875319507	0.110138517032756	0.459883394265967	4.49408236009232e-10	2.05229270297261e-50	0.114970848566492	0.344912545699475	0.344912545699475	0.229941697132983	0	0.114970848566492	0.229941697132983	0.229941697132983	0	2.53090135744648e-135	0.114970848566068	0.230535658986872	0.229941697132983	0	0	8.0503046345472e-207	7.83453129253724e-64	0.114970848566492	0.114970848566492	0	2.58488971024887e-11	0	1.9338911562892e-19	0.114970848566492	3.21785249825549e-40	0.114970848566504	1.05220792201431e-49	0.114976283873588	0
NA	Arhgef10l	NM_001112722	-	0	1.69948549324843e-168	3.00560145615484e-25	0.114970848566492	0.11497084856639	0.229941696723197	0	0	0	0	5.23564945786267e-224	4.73877061603637e-81	0.114970848566492	0.114970848566492	0	0	0	0	0	0	0	0	6.76126598236431e-287	0	1.19026162725577e-173	0.114970848566492	0	0.229941697132983	0	0	0	0	0	0	6.25944924453244e-09	0	0	0	0	1.55051105063951e-204	0	0	0	0	0	0	0	0	0	0	0	0	0.114970848566379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114970848566492	0	0	0	0	2.94332933480462e-26	0	0	0	0	0.114970848566492	0	0	0	0	0	0	0	0	0	0.114970848566492	2.04402105323125e-60	1.9691871127797e-203	0	0	0	0	0
NA	Atp2a1	NM_007504	-	0	0	0	0	0	0	0	0	0	0.114970848566492	0.115800272115886	0	0	0	0	0	0.114970848566492	0.000159151599084263	0.229941697132983	0.114970848566492	0.114970848566492	0.114970848566492	0.344912545699397	1.43839119751621e-76	0.459868118621914	0.919766788531971	0.344912545699475	0.114970848566492	0.114970848566492	0.804871651534643	0.229941697143386	0.233084904989336	0	0.114970848566492	3.06464122560978e-50	0.345185197810265	0.344912545699475	0.574854679370716	0.114970848566492	0.114970848566492	1.56884486176322e-12	0.344912544908448	0	0.344912545788123	2.53678854352311e-27	0.345287914631345	0	0.22994169713298	3.74483451653852e-66	0.459883396855235	0.114970848566492	0.46077672261115	0.114970851036967	0.459883394746819	0.574854242832313	0	0.114970848566487	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	0	9.0706812830731e-284	4.24498104416577e-178	0	4.10402616615909e-40	0	0	0	0	0	0	0	0	0	0	0	0	5.57920765110047e-15	1.17559324753819e-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41521208997531e-280	8.75344983340118e-138	0.114970848444075	0
NA	Bend6	NM_177235	-	0.459883394265967	0.229941697132983	0	0.229941697132985	0.344912545699475	1.397000329414e-83	1.48743405606373e-212	1.49012850662131e-69	0.114975426983228	0.114970848566492	0	2.73726560729138e-186	2.41757165925456e-43	0.229944913942636	0.114970848566492	0.114970848566492	0.114970848566492	3.34588731002452e-121	2.53429124648571e-264	0	0	0	0	0	0	0	1.49026097127493e-40	0	0	4.35515630052321e-176	6.59586356667469e-271	0	0	0.114970744002671	0	0	0	0.22994201857538	0.114970848566492	0.344912545699475	0	0.229874160494418	0.114970848566492	0.344850187531477	3.04877048041772e-43	1.14663907414354e-20	0.229935514902739	0	4.6192806008147e-182	5.15793394336941e-105	0	8.78848740887281e-06	0	2.60848495032125e-278	1.62375306727602e-162	0	0	0.114970848566492	8.98730809736118e-229	3.3912418336517e-272	0	0.114970848870115	3.17369774179608e-97	0.114970848567105	0.114970848566492	0.114970848566492	0.22994165384595	0.344912545699475	0.114970848743845	0.114970848687781	0.114970848566492	0.229941697132983	0	0.344912538192131	0.229933299673311	0.229943978081199	0.114970848566456	0.114970848566492	1.03616640921874e-70	0	0	0.114688317161298	5.897116458211e-12	0	0	0.218776248726458	0.229941697141519	0.344912545699475	0.459883394265967	9.99503235481105e-39	0.114970848566492	7.53408102146029e-72	0	0.229941697132983	0.229941697132983	0	0	0.114970848566492	0.114970848566492	0.114970848566492	0
NA	Capn6	NM_007603	-	0.229941697132983	0.229943153519134	0.344881205947426	0.574854242832459	0.459886101454197	0.574854242832459	0.115032422581812	0.344912545699475	0.229941697132983	0	0.22994169711667	0.919781673177244	0.344912545699475	0.338549692954242	0.229084081733895	0.114970827265457	2.27198454215141e-49	0.229874160494419	0.22994165384595	0.230224228538176	0.114970848566492	0.114970848566492	5.27321505824351e-22	0	0.344912545699475	0.459883394265967	0.344912545699474	0.230042276986558	0.114970848566492	0.114970848566492	0.344912546916913	0.114907454048803	0	0.23082567547653	2.58516517607139e-48	0.114970928063034	0.112748865421712	0.344912545699475	0.344912545813082	0.459883394265967	0.344912545699475	1.10724400201581e-06	0.114970848421406	0.229941697132983	0.114970848566492	0.344912545699475	0	2.4441912926899e-288	0	4.53518766890158e-71	0.229941697132983	1.24608082723936e-59	0.229941697132983	0	0.114970848566492	7.05269563038906e-112	0	0	4.24249981949524e-126	0	0	6.42326772028389e-62	0.22994200409955	0.229941697131994	0.229941697132983	0.229941697132983	0.229941633849628	3.54309003462422e-34	0.114970848566492	0	0.114970848566492	0.114969741313787	7.01419065245044e-112	6.42326772060949e-62	0.344912545699475	0.114970848566492	0.229941697214533	0.00011856542656929	0	0.574854242832459	0.114970848566492	0.344912545699475	0.229941697132983	0.344912545696996	0.229941697132983	0.114970848566492	0.114970848566492	0	0.229941697132983	0	0	0.114970848566492	0	0	0.229941697132983	0.114970848566492	0.229941697132983	0	8.60822443867943e-146	0.00394952618653349	0.114970848566492
NA	Ccdc173	NM_001077684	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66545516326192e-103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06845912040868e-302	0	1.86415698354602e-194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13109459072479e-216	0.229941697132983	0.114970848566492	0	0	0	1.04247354686405e-78	0.114970848566492	0	0	3.71711857289206e-105	1.97018245052562e-83	0	0	0	0	0	0	0.114970848566492	0	0	0	0.229941697132983	5.61845777070244e-93	7.97085440427515e-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	Cdh6	NM_007666	-	0.229941697132983	0.229941306895491	0.344924085006033	0.344912545721274	0.114970848566501	0.57485424283246	0.804795854918135	0.353604364189998	0.459883394265967	0.459883394266583	0.574854242832459	0.114970848460514	0.689825091520607	0.459871716691492	1.41060995698605	1.72367804053386	1.72456272849738	1.26473683676292	0.907618824871966	0.571518766445902	0.804795939965442	0.230121039230999	0.229941697132993	4.51714228237637e-32	0.114970848566492	0.229941697132983	5.51540035262102e-44	0.114970848566492	0	0	0	0	0	0.114970848566492	0.114970848566492	0.344912545699473	0.114970848567073	0.114970848566492	0	0	0	0	1.91034364974951e-267	0.229941697132983	1.26438952596201e-149	0	0	0	0	1.59758446807207e-13	1.8488705050775e-92	0.114970848566492	0	1.11832962311111e-197	0	0.114970848566492	0.114970848566492	0.114970848566492	7.74465832906182e-79	0	0	3.18220628463345e-170	0.000143571508408431	3.0298669380071e-178	0.114970848566492	0.459883394265966	7.64191064379068e-22	0	0.229941697132983	0.114970848566492	0	0.114970789665078	0	0	0	0	0	0.111021322379867	1.96072368685158e-131	8.51524751690849e-160	0	0.114970848599293	0.229941697132983	0.229941697132983	1.0386374992862e-125	0	3.7516491554411e-17	0.114970848566492	0	0.229941697132983	0.114970848566492	0.45988339426597	0.344912545699475	0.229941697131339	0.229941698769111	0.114970848566492	0.459883394265967	0.459865296745065	0.459883172333969	0.114970848688908	0.402397969982721
NA	Cdsn	NM_001008424	+	0	5.8826027145375e-204	1.04035952970301e-60	0.229782545533899	0	0	1.07142269155254e-54	0.114970848566495	0.114970848566492	0	0.11497084856648	0.459821036097969	0.344912545699475	1.88432114124892e-62	1.88091391151861e-205	0	0	8.89053303659691e-205	5.49902275984501e-62	0.229941697132983	0	4.19178081825826e-71	9.40786478962871e-23	0.114970848566492	0.114970848566492	0.114970848566492	0.344912545699475	0.229941697081286	0.115675152535283	0.229941697132983	0.229941697132983	0.114970848566489	0.338283010913519	0.229941697132983	2.5186627473286e-08	0	0.229941961646842	0.344912545699475	0.344912526983054	0.229941697132983	0.114970848566492	0	0.114970848566492	0.114970848566492	0.343617726851995	0.344912545699475	0.344912545699344	0.229941697132983	0.229941697132983	0.459883323389692	0.344912545699475	0.105016134007474	0.114970848566492	1.82507727375132e-20	8.1318387104951e-69	0	0	0	0	0	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848557757	0.114945938979187	0.114970848566492	1.26462786415436e-45	1.42147932639363e-93	1.01953274799214e-141	4.54264374773953e-190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114970848566492	0	0.114970848566329	0	0.114970848566492	0.229941697132983	0.229941697132983	0.114970848566492	0.22975297945332	0.114970848566492	0.22994169713298	0.103805400159966	0.344912545699475	0.45992603872706	0.114970730304118	0.574854242832459	0.229941697132983
NA	Ckm	NM_007710	+	0.114970848566492	0	0.114970848566492	0.114970848566492	0.114970848566493	0.114970848566492	5.69390812727333e-59	0.344912545699475	0.114970848566492	0.114970828007386	0.574854242832459	0.229167975742086	0.344912545699466	0	0.22994169712455	0.229945200435931	2.28113388081793e-33	0.344930642087238	0.229824735586041	0.229941697124194	0.114970848566492	0.114970848566457	0.229941697222265	0.68982509139899	0.344911912901689	0.344912545699475	0.229941697133	1.89026845681789e-10	0	4.29691036905559e-25	0.229941697132983	0.229941697132983	0.114970848566492	0.344912545699475	0.114970848566492	0.114970848566492	0.229941697132983	0.114970848566456	0.229941697132983	0.118003354216159	0.344912545699475	0.114970848566492	0.344912772929749	0.114588132183992	0.229941697126057	0.344898525326559	0.229941697132983	0.68982509139895	0.91216621695073	0.919828466221929	1.49462102978205	0.459886311521809	0.459883476081442	0.344912546382904	0.574854242817306	0.574854175749463	0.919578070826421	0.114970848566633	0.229941697132983	0.11497087356155	0.459883393961619	0.229941697132994	0.344951015549544	0.229941697137834	0.804795939965442	0.574854242893067	1.03473763709843	1.26468423706685	1.03473763709843	0.459968113624322	0.229921319490554	0.689825091421902	0.11498734543626	0.229941697132888	0.459883394265967	0.229941572398376	0.574854242745478	0.701926731882733	0.804792581197194	0.804818563107725	0.344912545699475	0	0	0.114970848566492	3.11196570205774e-56	0	3.7516491554469e-17	4.50334352102374e-160	0	0.114970848566492	8.22514436286258e-08	8.8770512394387e-151	9.35618738275712e-294	0	0	0	0	0	0	0	0
NA	Cox8b	NM_007751	-	0	0	0.114970848566492	0	0	4.17326330375633e-32	5.20833725494669e-175	0	0	0.114971170008888	0	0	0	0	0.114970848566492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81677225527019e-274	1.73613161762173e-130	0.114970848566492	1.65873092892871e-42	2.18038430693949e-185	0	0	0	0	0	0	2.32347650504898e-236	1.99747147617578e-93	0.229941697132983	5.00608796013472e-80	4.60006782720204e-223	0	0	0	0
NA	Cpt1b	NM_009948	-	0	0.114970848566492	0.114970848566492	0	0	1.16043847192539e-141	0.114960540595964	0.230565741623635	0.114970848566492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75171560090089e-95	0.114970848566492	0.114970848566492	0	0.114970848566492	0	0	0.114970848566492	0.114970848566492	0	1.93898475468044e-36	0.459883394265964	0.229941697132983	0.344912545626084	0.230060262559553	0	0.344845009060911	0.114971676828292	0.114970848566492	0.114970848566492
NA	Dchs1	NM_001162943	-	0.287427121416229	0.114970939122161	0.574854242832459	0.344912106535752	0.344911558520314	0.229941685367323	0.344929044681056	0.114970848566492	0.689825421458005	0.804795939965442	0.919544545161693	1.03450491324664	1.03473763729133	0.344670710397544	0.80479593996403	1.37959270843672	1.60822112487529	1.95450442563018	0.692049304203996	0.344912545666673	0	0.459883385373558	0.574853988715171	0.573799827636795	0.689825094139795	0.68982509139895	0.229941697132983	0.229941697132983	0.574902977502868	0.459883394256716	0.459883394265967	0.574854242832459	0.68982509139895	0.344912545699475	5.34188001439508e-191	0.114970848566492	0	0	0.344912545699475	0.689814204031157	0.344912545699363	0.229941692689868	0.459883394355248	0.114970848566492	0.230829886379029	0.114970936227971	0.1149663258061	0.114970848566492	0.344912545699475	0.574854244443466	0.919750832180229	0.114970848566492	0.229941697132983	0.229941697132983	0.229941697132983	0.114970848566492	0	1.42424685709642e-93	0	0.114970848566492	1.15109482567479e-189	0.229941697132983	0.114970848566493	0	0.229941697132983	0.459883097581456	0.804795939965442	0.114970848566492	0.459883394265967	0.22962666468102	0.344912545699475	0.114970848566492	0.114970848566492	4.5419263643384e-61	0.229941697132983	0	1.01111961143218e-67	0.229941697132983	0	0	0	0	4.99933660918138e-254	6.60035303457655e-111	0.114970848566492	0.114970848566492	3.01834283050656e-121	3.62310921592131e-264	0	0	0	0	0	0	0	6.74501798533744e-70	6.19796145719638e-213	0	0	0	0
NA	Disp2	NM_170593	+	0.344912545699475	0.114971238803984	0.229941697132985	7.31697905466329e-70	0.229941697132983	1.34900359706749e-69	0.114970848566492	0.229941697132983	0.335102858126679	0.114987557387248	0.114970848566492	0.217844533983785	1.37062197800393e-127	6.59518782318194e-135	0.114970848564232	1.94285117217622e-52	0.114970848566492	0	0	1.65952442515469e-101	0.114970848566492	0	0	0.229941697132983	1.10961873307952e-54	0	0.230005489852467	0.344912545699475	0.344912545699475	0.229941697132983	0	0.114970848561421	0.459883394265967	0.114970848566492	0.114782130886828	4.31779683361674e-45	0.114970848566492	0.22727435839725	1.30765770617839e-29	1.16707351052103e-30	0	0.242312578802497	0.344912545699475	0.229941697132984	4.93135811822658e-17	0.229941697132983	0.459883417412652	0	1.03473763746378	0.459883412980533	0.229941697132983	0.229941697132983	0.344912545699475	0.344912545673244	0.459883324408404	0.68982509139895	0.114966293750469	0.114945938979187	0.114970848569904	0.114970848566492	0	0	0.11502216289161	0	1.73573835712462e-44	3.10754116501424e-78	0.114970848566492	9.87179160742356e-07	0.114970848566492	0	0.344912545699343	0.344912545699475	0.804795939965442	0.229941697132983	0.459883305826877	0	0.229941697132356	0.114919534241374	0.689825091398941	0.804795939965478	0.114970848566492	0.68982509139895	0.574853640004003	0.229941697132983	0.114970848559463	0.6898273723466	0.574854242831047	0.459900446120542	0.344913772450442	0.229926812368709	0.804794810598046	0.919767087291319	0.459883482345028	0.114970848566492	9.80338755349317e-30	0	8.99047730191083e-21	0.229941697132983	0.114970848566492	0.114970848566492	0.114970848566492
NA	Dynap	NM_029346	-	0	0.114970848566492	0	0	0	0	0.229941693318042	0	0.114970848662961	0.114970848566492	0	0	0	0	0	0	0	0	0	0	0.114970848566492	0.114970848566492	1.56916298078358e-13	1.08887410782479e-14	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	1.14663907414354e-20	0	0	2.32920437131749e-139	0	0	3.71206975182109e-88	0	5.70759496592873e-09	0.114970848566492	0.114970848566486	4.16953547821168e-18	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	0.114970848566492	7.43507886378063e-40	0	7.19041983083265e-56	0	0.114970848566492	0.114970848566492	1.59706220565514e-19	0.114970848566492	0.114970848566492	1.56916298078358e-13	0	0	0	0.114970848566491	0.11497084853707	0	0	6.61743795565787e-112	0	0	6.93114051353817e-231	0	1.75156930799114e-259	0	0	1.67229349888757e-140	0	0	8.23249815633866e-22	0.114970848566492	0.114970848566492	0	0	0	0	0	0	0	0	0	2.13350838293897e-203	1.97682923931845e-60	0.114970848566492	3.15259078280033e-27	0	0.229941697134395	0	0	0	0	0	0
NA	Entpd4	NM_026174_2	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	Fabp3	NM_010174	+	0.229941697132983	0.22888727557407	0.574854242832459	0.459883419564649	0.325958272108091	0.229941697133073	0.229902909862883	0.344912545699475	0.460072111945631	1.03473756037134	0.574854242832459	0.689825168126578	0.68982525564737	0.705464581994891	0.68982509139895	0.804795939965442	0.804802614469244	1.03473763709843	1.14970848566492	0.229941697132983	0.574854242832459	0.459897444348401	0.919937780133788	0.804795939745838	0.923090575339679	1.96323869965385	1.49462102588299	0.80466189919047	1.14970848566466	1.26466391232816	0.689845440927515	0.276141496542092	0.344912545699475	1.0347376372195	0.574896772394986	0.804795939965442	1.25214748268777	1.27171356664399	1.26467932991055	0.919668094319158	0.574854242832459	0.229941697132983	0.229941697132983	0.114970848566492	0	0.114970848566492	0.114970848566492	3.83261671473848e-42	2.31659885339147e-12	0	6.95803925389582e-88	0	0	3.46047130330551e-279	0	0	0	0	3.30633425547241e-161	2.62092967284458e-97	0	0.114970848566492	0.114970848564306	0	0	4.22983316153245e-183	5.33598532683237e-247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	Fah	NM_010176	-	0	0	0	0	0	1.17616856958199e-292	1.22086586021773e-149	1.22307742898234e-06	0	0	0.115030398498072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.245502543356e-231	0	0	0.114970848566492	0	0	0	0	0	0	5.06028845235183e-224	0	0.114970848566492	0.114970848566492	0	0	1.95533912012857e-180	0.114970848566492	2.31224160228938e-152	0	0.114970848566492	7.50347502175253e-119	0	0	0	0	0	0	0	0	0	4.3631142493884e-240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114970848566492	0	0	0	0	0	0	0	9.8717916074041e-07	0.114970848566492	4.8506424424028e-111	2.74274436713961e-254	0
